tweet,label
bir boğaziçi'de okuma sebebi olarak orta kantin keki,1
Az önce attığım salakça tivitte bile anlam arayıp bulan arkadaşları sınavsız Boğaziçi üni. felsefe bölümüne alıyoruz. Buyrun lütfen buyrun.,1
"Tramvay da konuştuğum adam"" bizim aile çok zeki, en son bizim yeğen boğaziçi tıp kazandı "" dedi. Abi boğaziçinde tıp yok diyemedim ya la.",1
Boğaziçi Üniversitesi İsmail Beşikçi’ye fahri doktora verecekmiş. Mükemmel haber.,1
@THEKELOKS bunu yap kesin boğaziçi 😂,1
"Muş Alparslan Üniversitesi öğrencileriyle muhabbetli geçen bir söyleşiden sonra, doğrusu ya hüzünle ayrılıyorum.",1
"Gelişen ekonomilerde en iyi 10 üniversite, içlerinde, ODTÜ, İTÜ, Boğaziçi Unv. var. pic.twitter.com/V7sXWuKUR0",1
Beni napın edin Boğaziçi'ne yazdırın Annağ çünkü ora denize en bi yakın 😂 @Evseksisi,1
Bu mallar hangi kafayla Boğaziçi Ü. kazanmış?,1
"@Yettin_gari daha kurulmamış okulu bitiren ,doğmamış kızından mektup alan biri Boğaziçi Ünv ne de gitmiştir..yalan borcu mu var :))",1
"@burak_beytullah Boğaziçi, Ankara İstanbul ve ODTÜ değilse Vakıf",1
@DuyguEire inş boğaziçi olur o halde :'),1
@cbabdullahgul oxford guzelde cambridge bogazici universitesi havasinda,1
"@daghanirak okuduysa %100 yazmıştır, adam hava atmak için sineğin yağını çıkartabilecek kapasitede..allah'tan odtü boğaziçi falan okumadı!",1
Allah'ım eceli geleni benimle aynı sınıfa koyda Boğaziçi'ne direk yerleşiyim,1
Harvard Üniversitesi Kütüphanesi 18 milyon kitabı dijital ortamda insanlığın kullanımına açtı...,1
Yıldız  T e k n i k  Üniversitesi’nde dış politikamızı değerlendirdiğimiz gençlerimizin idealleri  vizyonu  enerjisi ve va💠,1
"Bugün Cüneyt Akman ""Orta ve lise öğrenimimde öğrenemediğim İngilizce'yi üniversitede 3 ayda öğrendim""dedi Boğaziçi üniversitesi Hazırlık'ta",1
"Boğaziçi Üniversitesi, gelişen Avrupa ve Orta Asya ülkeleri arasında yapılan QS değerlendirmesinde 11. sırada yer aldı.",1
Amerika sever böyle  kullanılışlı Gevrekleri... mahallede boğaziçi mezenumusun makarası var... ! @yildarado pic.twitter.com/IzadJh2dnE,1
"İngiliz dili ve edebiyatının sadece kafkas,hacettepe,boğaziçi ve ktü'de ingilizce olmasının tuhaflığı nedir bilmiyorum yani bu nedir¿",1
"Abdulkadir Tanrıdağlı hem Türkistanlı,  hem Boğaziçi Üniversiteli , hem de ülkü ocakları başkanı",1
"#sinema Boğaziçi Üniversitesi'ne de her gün festival! Boğaziçi Üni. #SİNEBU, 1 Mayıs'tan itibaren aramıza katılıyor. #baskasinema",1
Şu Kandilli Rasathanesi nin başına Boğaziçi Üniversitesi de yazin da şeklimiz olsun haber kanalları,1
Hımm demek 487 puanla Ege Üniversitesi ni kazandın ama Boğaziçi ni istediğin için kaydını dondurdun hımm,1
Havan kime Hülya Avşar?Seni sanatçı diye bu topluma yedirenlerin ve koskoca Boğaziçi Üniversitesi'ne konuşmacı diye çağıranların eserisin.,1
@srkninci ee boğaziçi myo mezunu değilmi zaten mevzu ne 2 yıllık turizm olunca boğaziçinden sayılmıyo mu?,1
Boğaziçi Üniversitesi Yayınevi çok güzel kitaplar çıkarıyor. Özellikle tarih severler için. Bunları yeni gördüm. pic.twitter.com/yrY5MFEt48,1
Hayır canım saatlerdir boğaziçi üniversitesi öğrencilerinin fotoğraflarına bakıp acı çekmiyorum,1
"@Archidash biz -45 derecede görev yapan insanlara kullanmayız o tabiri. Boğaziçi mezunu, MIT'de sınıf atlamış insanların 400 dolara naaşla",1
Bogazici Universitesi DNS ayarlarini sistemden degistirdigi icin wifi'dan sorunsuz bi sekilde twitter'a girilebiliyor. #TurkeyBlockedTwitter,1
Bunu ezberleme gayretinle Bilkent'i bitirmiştin Aslım 😂,1
"Hacettepe Tıp okuyanın egosunu hiçbir yerde görmedim ne Odtü ne Boğaziçi ne Bilkent, geleceğin doktorları bu narsist sığırlar olmamalı",1
Deshane olmasaydi garibanin çocukları ODTÜ Bogaziçi İTÜ Üniversitesi ni nasil kazandırdı #DershaneyleGelenADALET”,1
Istesem boğaziçine de girerdim. Ama o zamanlar özel sanıyodum. Şaka şaka. Boğaziçi de abartmış o be puan istemek öyle.,1
"Hisar, petek, manzara Boğaziçi aşık sana..     #İcimRahatEtmiyor #KupaAldıgımızYerdeyiz @ultrAslanUNI pic.twitter.com/4hKsHECbvm",1
Hangi kampüs daha yeşil yarışması sonuçlandı. Kazanan üniversitemiz Boğaziçi Üniversitesi olmuştur! Tebrikler...,1
"Evrim Sümer'in sayfasına baktım. Çocuğuna annecim demeyecek, ama Boğaziçi Üniversitesi'ni kazanamazsa dünyayı dar edecek bir anne gibi.",1
Adam stajyerini bile boğaziçi ve dengi okullardan istiyor stajyer lan bu stajyer çalıştırıp zırnık koklatmadığın hani?!,1
Erasmus yapmak için en zor okula geldik. Yok böyle bi okul. Boğaziçi üniversitesinde mi okuyorum 🤔,1
@tigiyarbuk kalk çalış karı ardişkoyla boğaziçi kazanın,1
"Guzel, Bilgi de bitti sanirim. Bir Bogazici kaldi. Koc, Sabanci bu konularda iyi mi bilmiyorum.",1
Oxford üniversitesi open education-kamu yönetimi yaz geç reyiz,1
Boğaziçi Üniversitesinin içinde gezdim bugün gençler çok tatlı midye satsam alırlar galiba,1
Boğaziçi Üniversitesi'nde işçiler ile Marksist Gençlik beraber hareket ediyor.İşçi-Gençlik elele bir siyaset mümkün! pic.twitter.com/nVBNnu1Rsj,1
#EGTyayın @mgearda  zaten puanı düşük olan Urfa'ya gidiyor Boğaziçi'ne değil. Doğal barajı var sistemin. 2. Bir baraj gereksiz,1
Boğaziçi hukuku kazandığında hepimiz bayram etmiştik. pic.twitter.com/A7PdlkLjaB,1
"@Ebruselduzz Gün gelir ben de yazarim yavrusum, Boğaziçi Üniversitesi Okul öncesi öğretmenliği diye :D neyimiz eksik ki he he??",1
@fatmademir5 @LoveSleepp hocam siz olmazsanız kim bize test çözdürecek kim bizden birer Boğaziçi ODTÜ bekleyecek siz olmazsanız olmayız 😢😢,1
@gnclskn boğaziçi daa iyi zaten kuzum,1
Boğaziçi Hukuk yazıyor anlında @alierdemgungor,1
"Bölüm Başkanı olarak gururluyumBölüme 1 asistanlık kadrosu çıktık, 66 kişi başvurdu, ilk 10'a girenlerden 2'si Bogaziçi Üniversitesinden",1
@hedef_bogazici 27,1
@simaaykaraagac boğaziçi'lisin sen kendine gel,1
@frtozlem sana boğaziçi dedim ne düşünüyosun :),1
Boğaziçi güzel ama ingilicçe,1
Telefonumda b ye basınca üstte bogazici çıkıyor biz bogazicili olucaz,1
Köpeğim 2 sefer arka arkaya tuvaletini doğru yere yaptı. Çocuğum Boğaziçi matematik filan kazanmış gibiyim.,1
160 soruda 77 doğrum var 😀 bak demedi demeyin seneye boğaziçi tıp,1
@kurset_hoca la bu boğaziçi sosyoloji size ne etti?,1
"Boğaziçi Universitesi Rektörü Gülay Barbarosoglu'nun kampüste incelemeler yaparken bana ""gunaydin"" demesiyle güne başlamak da varmış.",1
boğaziçi caz konserine benim için de bilet alan kardeşimle iftihar ediyorum.. hmm \o/,1
"İstanbul Üniversitesi'nde #ÜlkücüTerörüneSonÖzgür Bilim, Demokratik Üniversite!",1
"Millet sayısal okur boğaziçi hayalleri kurar ben kırıkkale üniversitesi, ruhumuz fakir :D",1
@KucukkayaIsmail @memetsimsek ne zamanki 19 mayista penguenci medyaya bogazici caz'in yaptığı kapağı gostermediniz. Artik tarafsiz degilsin,1
Hazırlığı atlamaya kafayı taktığım kadar üniversite sınavını kafaya taksaydım şuan Boğaziçi Üniversitesi'nde okuyordum.,1
Belli başlı üniversiteler hariç tabi. Boğaziçi olur Ankara Üniversitesi olur Odtü olur ama Gazi olmaz onu diyim de.,1
Çukurova Üniversitesi miii? Alırım bi dal 😌 Burdayımmm🙋,1
"""Selam sana ey yılları heba olan genç!""Boğaziçi'de de ""Şehitler ölmez #SehitFıratYılmazCakıroğlu ölmez."" diyen birileri var. pic.twitter.com/Bh7c1r9707",1
"ODTU'yu secsinler, buz hokeyi oynasinlar. (Sayisalcilarsa, sozelciler ise Bogazici)",1
Benim hacettepe kazanan boğaziçi kazanan arkadaşlarım var bundan sonra benimle konuşmadan önce dikkat edersiniz,1
"Boğaziçi Ünisinden burs alıp Çin'e giden abim, Yıldız Teknikte yüksek lisans kazanan başka bir abim var. İşte bir de ben varım",1
Boğaziçi Ünversitesi iş birliği ile görme engelli insanlar telefondan klasikleri dinleyebilecekler. Ne hoş bir şey!,1
Boğaziçi mezunu olmasaydım intihar ederdim büyük ihtimalle kendimi balıkesir ya da bayburt üniversitesi mezunu olarak düşünemiyorum,1
Boğaziçi üniversitesi sonucta olsun iyi bölüm pic.twitter.com/S2V72O0Pgf,1
@tanjueren 1 milyon euro ortalama bir boğaziçi mezununun bir ömürde kazanacağı para.. sen devam et :),1
Sene başındayken hedefim Boğaziçi tıptı. Şartlar beni Okan üniversitesi çorap tasarımcılığına yerleştiricek,1
Erzurumda Sivasta Boğaziçi vardı da ben mi yazmadım gardaş !!!?,1
"@siring sorarmısınız acaba inovasoyon rekabet sadece türkçe ile nasıl oluyormuş, boğaziçi univ. bile türkçe olsun istiyor beyfendi",1
@ermurakioleg @AJTurk Yuh. Hoca cirak bulmak icin reklam da mi vermis? Universitesi ne dusunuyor acaba? Hakikaten Bogazici hocasi mi?,1
Hocam boğaziçi mezunu olabilirsiniz ama bizim de beyin kotası bir yere kadar. Şu saate kadar sorgulatacak ne yaşadınız?!,1
ygs ye giren gençler boğaziçi tıp açılmış hayırlı olsun,1
Bugün birkaç tane yks tyt tarih sorusu çözdüm full maşallah formumuzu hiç kaybetmemişiz tekrar hazırlanmaya karar verdim Boğaziçi tarih istiyorum,1
@hedef_bogazici soru 2014 ygsmis son mezunlar bilmez,1
O yeee yarın story atma günü canım Bilkent 💘,1
kardeşim tebrik ederim bogaziçi üniversitesi-komi ve garsonluk yüksekokulunu kazanmıssın... @batuhanhanoglu,1
Sene başı hedef bogazici hukuk koç işletme marmara tıp tercih dönemi geldiginde erzurum ataturk universitesi lojistik......,1
"Şehir Üniversitesi'ne gitmiştim, Mustafa Özel'le 1.5 saat görüşmüştüm, ikna edilecek gibi olmuştum, son anda Boğaziçi demiştim.",1
İstanbul Üniversitesi bilim ve sanat yuvasıdır. Kendisini öğrenci diye tanıtan teröristlere geçit yok!#İstanbulÜniversitesi#düzenbazTKG,1
Bu adam Boğaziçi Üniversitesi'nde üstelik SİYASET BİLİMİ bölümünde doçent. Söyleyeceklerim bu kadar. pic.twitter.com/Yxp2B8OjcX,1
@ynskbb @The_Yasemin Bogazici universitesi kurtulmus,1
Şuan boğaziçi ünideyim burası o kadar güzelki çıkmak istemiyorum,1
"Boğaziçi Üniversitesi Sosyoloji Bölümü, Gökkuşağı Bayrağıyla Mezun Oluyor! Marx, Engels'i Seviyor! Problem?? pic.twitter.com/1UBVknlD8b",1
@ArducSanguuFan bu arada boğaziçi istiyon git az ders çalış annem 😏😌,1
Boğaziçi Üniversitesi iyi de kızları çok çirkin oluyor.,1
Boğaziçi psikoloji mezununun lise mezunu birisiyle evlendiğine denk gelince bunlar kesin bulur birisini :)),1
Odtu'nun Bogazici'ni geçtigi butun karsılastırmalarda yasadığım mutluluğu ve vicdani rahatlığı anlatamıyom 😆,1
Benim için dünyanın en özel yerlerinden biri. Boğaziçi Üniversitesi. pic.twitter.com/mfgRPZpabG,1
"Boğaziçi Üniversitesi'nde çift anadal yapan, İngilizce, Almanca ve Arapça bilen, 5 kitap yazan Ahmet Hocamız ülkemize hayırlı olsun ;)",1
"Sneijder'ın zekası bende olsa,Boğaziçi Bilgisar Mühendisliğini kazanıp Apple'ı sektörden silerdim ...",1
Aklınıza takılan her soruya cevap bulabileceğiniz bir hizmet. #boğaziciuniversitesi #boğaziçi #üniversite #tercih #… pic.twitter.com/knzTvU1o9Z,1
"Boğaziçi Üniversitesi Ekonomi ve Siyaset Bilimi ve Uluslararası İlişkiler (ÇAP), Siyaset Bilimi ve Uluslararası İlişkiler doktora.İşin Ehli",1
kız boğaziçi'nde okuyo ve kyk'da kalıyo ulan ben boğaziçi'ni kazansam babam evi üzerime yapar,1
Bogazici Universitesi kutuphanesi bizim Mulkiye kutuphanesi gibi 24 saat acik uygulamasina gecmis. Benim gibi gececiler icin iyi bir haber,1
Hocama bak be Bogazici mezunu adamin laf sokmasi bile bi ayri oluyor #kurtlarvadisipusu,1
"Bogaziçi'nde çimenlerde kucagima yatan küçük çocuk,ayaga kalktigimizda elimi tutan güçlü adam ayni suretti.",1
Kuzenleri de Boğaziçi'li yapma çalışmaları! ✌️#Boğaziçi #üniversitesi #familymatters #mutlu #musmutlu #Temmuz #yaz pic.twitter.com/sElYcoRGgS,1
#DershaneyleGelenADALET Boğaziçi üniversitesi HAYALDİ...dershanemle GERÇEK oldu...,1
Tabii ki sosyal medya hesaplarımdaki Boğaziçi Üniversitesi'ni asla silmicem boşuna mı kazandım banane,1
Boğaziçi Üniversitesi bugün ayrı bi güzel:) @EvcenF,1
Recep Tayyip Erdoğan Üniversitesi şu an Boğaziçi'nin ODTÜ'nün önünde diyen çocuğun kafasını neyin kafası?,1
Boğaziçi Üniversitesi Rektörüne yemekler pahalı 2tl çok diyen öğrencilere cevap;-Boğazda yemek yiyorsun olsun o kadar.,1
Koskoca Boğaziçi Üniversite'sinin koskoca sinema klübünün koskocaman perdesi Anadolu hisarından bile gözüküyordu. pic.twitter.com/mpGELl0oVy,1
"Adamlar tatil arası gidilen okul yapmışlar, ehehe canım Boğaziçi'm :D",1
"@utkuoz Boğaziçi Ekonomi okuyan adamsın, sana ne milliyetçi muhafazakarlardan. Mis gibi Liberal Demokrat ol, ekmeği çok :)))",1
Yalnız Akdeniz Üniversitesi’nin öğrenci işlerindeki ablaya bayıldım. Telefonda kahkaha atarak  konuştuk yok böyle bir samimiyet ❤️,1
"Hahha cidden bunları düşünerek mi söylüyorsun sen ? Odtü , boğaziçi, istanbul turkiyenin en iyi üniversiteleridir. Sen bunu bilmiyor musun. Uzayda mi yaşıyorsun. Bu üniversitelerde sol görüşlü öğrenciler hakimdir. Sol düşünür sol sorgular siz bunları yapamazsınız",1
Bir hic sensin bence oturmus issiz gucsuz insanlari elestiriyorsunuz👏😁 Fahriye bogazici uni mezunu 5 dil biliyor oyunculuk var sesi var piyano caliyor resim boyuyor kulturlu zeki akilli yani bes parmaginda on marifet sende var mi bunlar bayan ruh hastasi kiskanc hanim😘,1
Komşunun Boğaziçi'li çocuğunu örnek gösteren ebeveyne kalıtım ve genetik biliminden bahsedin:),1
Siyaset Bilimi ve Uluslararası ilişkiler Boğaziçi Üniversitesi :D,1
@mervegediklii mesela Boğaziçi Üni de Turizm okuyan birisiyle tanıştım sanki uzayda otel açacakmış gözüyle bakıyorum utanmasam önünde eğilcm,1
"Emek emek dünyadan toplanmış, özenle okunmuş, çok dilde büyük bir kütüphanem var. Ölünce Boğaziçi Üniversitesi'ne bağışlayacağım :) Okuluma!",1
Koçum benim #Boğaziçi#Johannesburg #THY pic.twitter.com/2qIjQ6OEzA,1
Matematik problemi çozerken yanlışlıkla sayıları değiştirmesem boğaziçi garanti aslında,1
Boğaziçi Üniversitesi ödül töreni sonrası ekipçe fotoğrafımız. Yüzümüzde ki gülümseme tabi ki sizlerin sayesinde.:) pic.twitter.com/21ButJyTKj,1
@AtakanSahin17 e artık KAL'19'sun zaten boğaziçi (inşallah) falan yaz,1
Yarın sınava gireceklere aşırı zihin açıcı bi karışım tarifi ateşliyim mi tek dozda boğaziçi cepte O KADAR SÖYLÜYORUM,1
Boğaziçi Üniversitesi benimle evlenir misin ya,1
Merak edenler icin bogazici endustri yazdim tercih surecinde yardimci olan herkese tesekkurler,1
@nazlicankanmaz boğaziçi felsefe. İşte bu.,1
"Murat Gülsoy, Boğaziçi Üniversitesi'nden öğretmenim olur. Çok değerlidir. Tebrikler size.",1
"Ramazan davulcuları eğitimsizmiş güzel çalamıyorlarmış. O kadar para verip konserine gittiğiniz şarkıcılar Harvard, Boğaziçi mezunu zaten.",1
Boğaziçi Üniversitesi Kampüsü pic.twitter.com/yj6SCXB5Ji,1
AQ Boğaziçi Üniversitesi'nde okumak vardı :( :(: (: (:(,1
@ecenurtufan Boğaziçi olmasa da Trakya Üniversitesi yani şekli yeter :)),1
"Boğaziçi Üniversitesi Yayınevi, Baudrillard'ın İlahi Sol'unu Oğuz Adanır çevirisiyle Türkçe'ye kazandırdı. Tebrikler pic.twitter.com/ZHK4UN7hMi",1
Hulusi Akar'ın ilginç bir özelliği de; Boğaziçi Üniversitesi'nde yaptığı doktorasının konusu: Ermeniler. pic.twitter.com/ImSFYMt4hO,1
"""Hedefi ne kadar yüksek tutarsanız o kadar iyi yaparsınız"" lafına aldanıp hedefim Boğaziçi Psikoloji demem de biraz şov bence",1
"@ilgarberkay @selinn_yigit hedefler medeniyet tıp, boğaziçi falan da hayatlar neresi bakıcaz",1
Boğaziçi'ni kazanamayınca Yüzüncü Yıl Üniversitesi'ne gittim.,1
#KazanmakKafadaBaşlar @HeadShouldersTR Gazi Üniversitesi ni kazanmak 💪,1
İzmir hayallerinden vazgeçmiş değilim sadece Boğaziçi hayalleri ağır basıyor,1
"Dünya Ekonomik Forumu'na göre gelişmekte olan ülkelerin en iyi 10 üniversitesi; 3. #ODTÜ, 7. #Boğaziçi ve 8.  #İTÜ pic.twitter.com/6qqecqkI3n",1
Bogazici kazanicam,1
42 ortaokul başarı puanıyla Boğaziçi üniversitesi kazanılıyordu he.,1
"@DenizUlke Rektör secimlerinde siyasi müdahaleye karşı en güzel tepkiyi Boğaziçi Üniversitesi, YÖK'e sadece tek aday göndererek gösteriyor.",1
"Tebrikler,  Türkiye’nin en iyi devlet üniversitesi olma yolunda bir güzel adım daha 👏👏👏",1
ya biona Boğaziçi üniversitesi yazmışsın demek kazandın helal ssssssssana çocuk,1
"@Baris_DR @cemkucuk55 @cinola27 bogaziçi'nin kapisinin önünden bile geçememenin verdigi bi eziklik var tabi, anliyabiloyorum sizi :)",1
Adam boğaziçi mezunu kim milyoner olmak isterde ilk soruda elendi doğru yoldayız gençler,1
"@duygu_smsk Çalışkan'ın sorumlusu  Boğaziçi değildir, muhalefet vizyonu:-)",1
@Meeeerrryy ailenin yanında okumak❤ gönül boğaziçi dinlemiyor,1
Bogazici Universitesi'nde gençler barış için eylem yaparken o okulun kapısından giremeyecek akyuruyenler de burada akıllarınca dalga geciyor,1
@bcezayirlioglu Boğaziçi olasılığı varsa bence hukuk falan düşünülmez Beste...,1
Tercihlerim 1-Boğaziçi Üniversitesi2-ODTÜ3-Hacettepe Üniversitesi................-👫-👰-💎-👨‍👩‍👧-❤️,1
@WINYOONTAE ben boğaziçi çeviribilim istiyorum da hayırlısı ya,1
#baytahmin404 Tabiki Fahriye Evcen güzel olduğu kadar zekidir de Boğaziçi Üniversitesi mezunudur...,1
Sizler için bilkent dominos gece 3:45'e kadar açık!,1
Ya o değil de bu KOÜ hayırdır bu 65 falan ya sen Boğaziçi misin Odtü musun nesin sen ya nasıl geçicem olum ben allaam yaaa bakın bu dramdır!,1
Anadolu üniversitesinin imkanları çok iyi ama Boğaziçi'nin büyüsü her şeye bedel,1
Kendimi boğaziçi üniversitesi mezunu olup ilk soruda elenen yarışmacı gibi hissediyorum.,1
@lanasbelair hayaller :Boğaziçi Gerçek:HBAL :),1
"#BoğaziciUniversitesi rektörü bağımsız, saray tarafından atanmamış olduğunu belli ettiriyor işte. Özerk üniversite bir başka oluyor işte.",1
Şu grupça  hesap öderken yaptığım hesaplamaların çeyreğini sınavda yapmış olsaydım boğaziçi endüstrideydim,1
"@hilal_kaplan Neden küçümsüyorsun, siz Boğaziçi okudunuz ama ola ola RTE'nin kulu oldunuz, o ise halkın saygı duyduğu biri..hangisi değerli?",1
@ErdimAyhan işte bu sistem yüzünden her sene bogazici icin gotumu yirtiyorum 3bin kisiyle kacirmaktan biktim ak,1
hocam boğaziçi işletme okuyup ilk soruda elenmek o okulun gururuna sığıyor mu sence,1
"Okulun kalitesi Kahramanmaraş Sütçü İmam Üniversitesi, egosu sanki bir Boğaziçi, sanki bir ODTÜ amk.",1
@PelnKaya Aslında senin de aklının bir ucunda boğaziçi var. Bir taraftan da mühendislik gibi bir vasfı da kaybetmekten korkuyorsun.,1
"İşte bu kadar ya!!! Vedat Milör ""kuzu eti sevmemek cahilliktir"" dedi.. Boğaziçili farkı.. Kısa, öz, direkt tespitin adresi:Boğaziçi Uni",1
sen boğaziçi kazanmak istersin cenazene kilis yedi aralık üniversitesi gelir,1
Zekeriyaköy'de Boğaziçi Üniversitesi öğrencileri de desteğe geldi.. #PamirAranıyor pic.twitter.com/CnSh2jGCZK,1
@gokselserkan bir tarafta ne olduğu belirsiz selo diğer tarafta boğaziçi ünide çift anadal yapıp her 2sini birincilikle bitirmiş zeka:):),1
en çok istediğim şeyler:boğaziçi'de okumakdünyayı gezmekkendime ait kocaman kütüphanedünya barışı,1
okuldan geldim ders tekrarı yaptım anlamadığım soruları işaretledim fazladan soru çözmek için şişeye işiyorum seneye boğaziçi inşallah,1
"Türkiye Gençlik Ödülleri,En İyi Devlet Üniversitesi:Boğaziçi Üniversitesi #TürkiyeGençlikÖdülleri2015",1
"Anadolu Lisesi, Boğaziçi Üniversitesi mezunuyum 9 yıl Londra'da yaşadım ama importanter denilmeyecegini bilmiyordum. İyi oldu söylediğiniz:)",1
"Yüksek lisans öğrencim, Lehigh Üniversitesi'ne doktoraya kabul edilmiş. Akşam akşam harika haber!",1
Boğaziçi'den Sena ve Alptuğ TOG Vakfı'nda Sosyal Sorumluluk Projeleri yapıyorlar. #genclikbulusuyo #kalbinigöster pic.twitter.com/rkJJw2X34Y,1
"Boğaziçi Üniversitesi'nin Kütüphanesi yarından itibaren 7/24 açık...Boğaziçi'nden bana 12.yıl hediyesi olabilir,near east'te sabahlarım...",1
@sehnazlonga boğaziçi üniversitesi tercih sebebidir var bide:)),1
neyse sonra lysye giriyorsunuz ortalama puanınız 498 oluyor. boğaziçi üniversitesi hukuk geliyor.,1
Kep töreniyle Boğaziçi'ne bir anlamda veda ettim. 5 senede Boğaziçi çok şey kazandırdı. En başta düşünmeyi ve farklı fikirlere tahammül ++,1
Çünkü Boğaziçi'nde iftar pek güzel :) @bisak_camialti @boundaummetvar pic.twitter.com/pL1TXvtmXN,1
"@ryanstartedfire diploma boğaziçi, hayat demet akalın))",1
Boğaziçi'nde master hedefini an itibariyle koyuyorum -ilk taşı günahsız olanınız atsın-,1
"***gizli itiraf***Girişi Bogazici,İçerisi Düz Lise,Projesi Ankara hayvanat bahcesi,İsmi KMU",1
"Siz Boğaziçi'nin hayalini kurarsınız, cenazenize Esenyurt üniversitesi gelir",1
boğaziçi'nde okuyan birinin harran üniversitesi'nde farabi yapmasıyla aynı şey bu.,1
"TÜBİTAK’ın 2014 Girişimci ve Yenilikçi Üniversite Endeksi’nin ilk üç sırasında ODTÜ, Sabancı Üniversitesi ve Boğaziçi Üniversitesi yer aldı.",1
Boğaziçi hedefine devam edeyim bari,1
"@avrsiyasetokulu , Bogazici Universitesi'nin Avrupa Siyaset Okulu'nu tavsiye ediyorum. İlgilenenler icin bilgi ilisikte. @cakir_rusen",1
Sınıf adlarını şakalı şekilli şeyler yaptınız aferin artık boğaziçi garanti,1
Davutoğlu 5 dil bilen ve Boğaziçi Üniversitesi'nde 2 dal bitiren bir insan. Çapulcular sizin onu eleştirmeye çapınız yetmez.,1
Gezide görüş alanıma girip de bir daha asla çıkmayacak olan tek yer Boğaziçi Üniversitesi aq,1
Pazartesi Boğaziçi'nde aklımı düşürdüm galiba bütün hafta mal gibi geçiyo amınakoyim,1
Ya başkalarının hayali boğaziçi üniversitesi filan benim hedefim kütüphanemi doldurmak aq kodum bozuk benim,1
"@fusunnebil @Abdullah_O_Kaya Ayrica Bogazici'nin cok sayida mezunu yurt disinda YL yapiyor, ve bunlarin bir kismi da girisimci oluyorlar.",1
ÖSYM 2014 Yerleştirme Sonuçları’na göre; Boğaziçi Üniversitesi neredeyse tüm dereceli öğrencileri aldı. (Kaynak Habertürk).,1
Hedefim tabikide boğaziçi üniversitesi teyzeciğim jdjdj,1
1 saate kadar güzide eğitim kurumumuz Boğaziçi Üniversitesi'nin çimlerinde onlayn olucam inşAllah. Nasipse Utku Öz kardeşimizi de görücem.,1
Merhaba Yeryüzüüü ! Sonunda Boğaziçi Üniversitesi de Genç Yeryüzü Doktorlarının yanında :) pic.twitter.com/utUktaHoE1,1
Tekno dinlerken Osmanlıca çalışıyorum. Teşekkür ederim Boğaziçi Üniversitesi Tarih.,1
@aleythesizzler istanbulun erasmusu iyi değil diyolar ben boğaziçi istiyorum ama hayalerrrRrRRrr,1
"Y.Şafak yazarı Yusuf Kaplan ""ODTÜ, Boğaziçi, Bilkent Üniversitesi yıkılsın""demişBu kadar mal varken; bu ülke niye adam olmuyo anlayın işte",1
Boğaziçi üniversitesi bize bugüzel nevrozu kutlamamıza vesile olduğu için teşekkür ediyorum.,1
@unsalim boğaziçi yaz bitir işi,1
"Offf. Liseye geçen kuzenim boğaziçi, ortaokula giden Marmara Üniversitesi, ilkokula giden Fenerbahçe lisesi mezunu olarak eklemiş kendini.",1
saka lan bogazici kazansam dunya sikimde olmaz ne gastronomisi,1
bu çocuk boğaziçi akarr lol,1
@hichmet boğaziçi hukuk,1
@bayanoblamov @Barneyinbuddysi Ankara ODTÜ İstanbul Boğaziçi vs. olursa uyar,1
@KaanAslm bogazici 1 yeditepe 2 hazirlik sinavinda knk stres yaptim 😆,1
"1) YGS - LYS öyle inanılmaz dönüm noktası falan değil, hiç strese gerek yok. Neden? Diyelim ki dereceye girdiniz yazdınız Boğaziçi İşletme",1
Bir arkadaşımın üniversite bilgilerini kullanıp Facebook'ta Boğaziçi Üniversitesi ağına da üye oldum. Böylece yalanlarım daha inandırıcıydı.,1
"Simdi tum istedigim Odtu diyorum da Allah diyecek ""Ya oyle mi nah sana Bogazici""",1
"2014 Mezunlarımızın en çok tercih ettiği üniversiteler Koç Üniversitesi, İTÜ ve Boğaziçi Üniversitesi",1
@ilhn_tr Ağrı üniversitesi mi Boğaziçi Üniversitesi mi? Aynı kefeye mi koyuyorsun,1
Bugun oglum Bağlan'in Bogazici Universitesi'nden mezun oldugu haberini aldim. Baba icin bundan daha guzel hediye  olabilir mi?,1
Boğaziçi üniversitesi güney kampüsteyim intellektüel hissediyor,1
@ikeaykutogut yeni arkadaşlar hedefini koydum bende de hani Boğaziçi Üniversitesi'nden gelmesi de acayip bi garip ve iyi oldu 😄😄,1
@SerdarMirac Boğaziçi ya da odtü,1
"@bayanpembe_ Boğaziçi'nde pişer, Bilgi'ye de düşer diyoruz........",1
Boğaziçi Üniversitesi'nden sonra PDR Kulübü kuran İstanbul Üniversitesi'ni tebrik ediyor ve başarılar diliyoruz.. (1),1
Boğaziçi olmasa bırakılır tabii ama Boğaziçi olunca 😃,1
"Adamlar zaten Boğaziçi'ni kazanmış, bir de gökkuşaklı metro yapın onlara özel. Biz piçiz zaten. 😒 pic.twitter.com/RdxgK6uvtu",1
Varsa 50000 netiniz Boğaziçi'ne bekleriz 🙃,1
"""Benim aslında hedefim İstanbul'daki en iyi bölüm Boğaziçi Üniversitesi'ni kazanmaktı"" -Bilâl oğlan...-",1
"@yildizkubra dün oğullarımla konuşuyordum, Boğaziçi'nde okuyabilirdim, hayatım bambaşka olabilirdi diye :) ama pişman değilim :)",1
